Title,Authors,Year,Venue,Index
an interpolated volume data model.,"tianqiu wang, simone santini, amarnath gupta",2003,vldb,53e9ab4fb7602d97034df792
integrated data management for mobile services in the real world.,"christian hage, christian s. jensen, torben bach pedersen, laurynas speicys, igor timko",2003,vldb,53e9a3a5b7602d9702cb4c0c
ambientdb: complex query processing for p2p networks.,caspar treijtel,2003,vldb phd workshop,53e99c19b7602d97024c579e
a nanotechnology-based approach to data storage.,"evangelos eleftheriou, peter bächtold, giovanni cherubini, ajay dholakia, christoph hagleitner, t. loeliger, aggeliki pantazi, haralampos pozidis, t. r. albrecht, gerd karl binnig, michel despont, ute drechsler, urs dürig, bernd gotsmann, daniel jubin, walter häberle, mark a. lantz, hugo e. rothuizen, richard stutz, peter vettiger, dorothea wiesmann",2003,vldb,53e9ab32b7602d97034bc87f
schema and database evolution in the o2 object database system.,"fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, joëlle madec",1995,vldb,53e9adfeb7602d970380564e
aqua: a fast decision support systems using approximate query answers.,"swarup acharya, phillip b. gibbons, viswanath poosala",1999,vldb,53e9b137b7602d9703bb69d8
selectivity estimation without the attribute value independence assumption.,"viswanath poosala, yannis e. ioannidis",1997,vldb,53e9ba69b7602d9704687880
alias: an active learning led interactive deduplication system.,"sunita sarawagi, anuradha bhamidipaty, alok kirpal, chandra mouli",2002,vldb,53e9ae69b7602d970388616d
architecture of oracle parallel server.,"roger bamford, d. butler, boris klots, n. macnaughton",1998,vldb,53e9ab31b7602d97034bad80
the zero-delay data warehouse: mobilizing heterogeneous databases.,eva kühn,2003,vldb,53e9b070b7602d9703ad5245
chicago: a test and evaluation environment for coarse-grained optimization.,"tobias kraft, holger schwarz",2004,vldb,53e9acefb7602d97036cc3aa
integrating heterogenous overlapping databases through object-oriented transformations.,"vanja josifovski, tore risch",1999,vldb,53e99d65b7602d970262044d
type classification of semi-structured documents.,"markus tresch, neal palmer, allen luniewski",1995,vldb,53e9b381b7602d9703e63e4d
shooting stars in the sky: an online algorithm for skyline queries.,"donald kossmann, frank ramsak, steffen rost",2002,vldb,53e9bddbb7602d9704a89971
enabling end-users to construct data-intensive web-sites from xml repositories: an example-based approach.,"atsuyuki morishima, seiichi koizumi, hiroyuki kitagawa, satoshi takano",2001,vldb,53e9ab32b7602d97034bef0b
work and information practices in the sciences of biodiversity.,geoffrey c. bowker,2000,vldb,53e9a40eb7602d9702d2c1fa
the continued saga of db-ir integration.,"ricardo a. baeza-yates, mariano p. consens",2004,vldb,53e9a238b7602d9702b3f983
vertical data migration in large near-line document archives based on markov-chain predictions.,"achim kraiss, gerhard weikum",1997,vldb,53e9a8dbb7602d970322a19e
computing iceberg queries efficiently.,"min fang, narayanan shivakumar, hector garcia-molina, rajeev motwani, jeffrey d. ullman",1998,vldb,53e999ffb7602d9702247e35
"et tu, xml? the downfall of the relational empire (abstract).",philip wadler,2001,vldb,53e9a92ab7602d9703278b75
is web-site management a database problem?,"daniela florescu, alon y. levy, dan suciu",1998,vldb,53e9a576b7602d9702e9fa27
materialized views selection in a multidimensional database.,"elena baralis, stefano paraboschi, ernest teniente",1997,vldb,53e99938b7602d9702177541
place: a query processor for handling real-time spatio-temporal data streams.,"mohamed f. mokbel, xiaopeng xiong, walid g. aref, susanne e. hambrusch, sunil prabhakar, moustafa a. hammad",2004,vldb,53e9b641b7602d97041a0ead
the database group at university of hagen (fernuniversitaet).,"gunter schlageter, thomas berkel, eberhard heuel, silke mittrach, andreas scherer, wolfgang wilkes",1995,sigmod record,53e9b365b7602d9703e48e19
exploiting main memory dbms features to improve real-time concurrency control protocols.,"özgür ulusoy, alejandro p. buchmann",1996,sigmod record,53e9abdab7602d9703592eb5
"gio wiederhold speaks out on moving into academia in mid-career, how to be an effective consultant, why you should be a program manager as a funding agency, the need for ontology algebra and simulations, and more.",marianne winslett,2001,sigmod record,53e9a97bb7602d97032d411e
component-based e-commerce: assesment of current practices and future directions.,"martin bichler, arie segev, j. leon zhao",1998,sigmod record,53e9aa5cb7602d97033ce572
report on the edbt'02 panel on scientific data integration.,"omar boucelma, silvana castano, carole a. goble, vanja josifovski, zoé lacroix, bertram ludäscher",2002,sigmod record,53e9b213b7602d9703cab314
toward an ontology-enhanced information filtering agent.,kwang mong sim,2004,sigmod record,53e9b732b7602d97042cd238
enhanced nearest neighbour search on the r-tree.,"king lum cheung, ada wai-chee fu",1998,sigmod record,53e9b0abb7602d9703b1978b
peer-to-peer research at stanford.,"mayank bawa, brian f. cooper, arturo crespo, neil daswani, prasanna ganesan, hector garcia-molina, sepandar d. kamvar, sergio marti, mario t. schlosser, qi sun, patrick vinograd, beverly yang",2003,sigmod record,53e99d28b7602d97025dabf7
xml and information retrieval: a sigir 2000 workshop.,"david carmel, yoëlle s. maarek, aya soffer",2001,sigmod record,53e9abc5b7602d9703578ecd
applying database visualization to the world wide web.,"masum z. hasan, alberto o. mendelzon, dimitra vista",1996,sigmod record,53e9b594b7602d97040da65c
an overview of data warehousing and olap technology.,"surajit chaudhuri, umeshwar dayal",1997,sigmod record,53e9bb72b7602d97047b70c0
sigmod program review.,richard t. snodgrass,2000,sigmod record,53e9981db7602d970203e320
a framework for semantic gossiping.,"karl aberer, philippe cudré-mauroux, manfred hauswirth",2002,sigmod record,53e9ab07b7602d970348e012
data mining: concepts and techniques - book review.,"fernando berzal galiano, nicolás marín",2002,sigmod record,53e9bd59b7602d97049f000f
data and knowledge base research at hong kong university of science and technology.,"pamela drew, babak hamidzadeh, kamalakar karlapalem, alex chia-yee kean, dik lun lee, qing li, frederick h. lochovsky, chung-dak shum, beat wüthrich",1995,sigmod record,53e9a366b7602d9702c710cd
sensor: the atomic computing particle.,vijay kumar,2003,sigmod record,53e9b550b7602d970408948c
b-tree page size when caching is considered.,david b. lomet,1998,sigmod record,53e9b701b7602d970429a32c
dimacs summer school tutorial on new frontiers in data mining.,"dimitrios gunopulos, nick koudas",2001,sigmod record,53e9baf6b7602d97047284ad
managing and analyzing carbohydrate data.,"kiyoko f. aoki, nobuhisa ueda, atsuko yamaguchi, tatsuya akutsu, minoru kanehisa, hiroshi mamitsuka",2004,sigmod record,53e9af46b7602d9703986ab6
report on xewa-00: the xml enabled wide-area searches for bioinformatics workshop.,terence critchlow,2001,sigmod record,53e9b9b4b7602d97045aa66b
guest editor's introduction.,asuman dogac,2002,sigmod record,53e99aacb7602d9702325e7d
editor's notes.,ling liu,2003,sigmod record,53e99800b7602d970200b604
semantic interoperability in global information systems: a brief introduction to the research area and the special section.,"aris m. ouksel, amit p. sheth",1999,sigmod record,53e9bddbb7602d9704a89963
chair's message.,richard t. snodgrass,1999,sigmod record,53e99809b7602d970201f956
david dewitt speaks out.,marianne winslett,2002,sigmod record,53e99a04b7602d9702250b2d
wrapping web data into xml.,"wei han, david buttler, calton pu",2001,sigmod record,53e9b2d2b7602d9703d82c8d
conceptual modeling and specification generation for b2b business process based on ebxml.,hyoungdo kim,2002,sigmod record,53e9a01fb7602d97029056d6
report on ngits'99: the 4th international workshop on next generation information technologies and systems.,opher etzion,1999,sigmod record,53e9b6a2b7602d97042174ec
a pictorial query language for querying geographic databases using positional and olap operators.,"elaheh pourabbas, maurizio rafanelli",2002,sigmod record,53e9b565b7602d970409d6df
florida international university high performance database research center.,"naphtali rishe, wei sun 0002, david barton, yi deng, cyril u. orji, michael alexopoulos, leonard loureiro, carlos ordonez 0002, mario sanchez, artyom shaposhnikov",1995,sigmod record,53e99be3b7602d970248e2e6
fundamentals of data warehouses: 2nd revised and extended edition.,vernon hoffner,2003,sigmod record,53e9a914b7602d9703263a5f
an annotated bibliography of benchmarks for object databases.,akmal b. chaudhri,1995,sigmod record,53e99d21b7602d97025d4bcd
krdb '98: the 5th international workshop on knowledge representation meets databases.,"alexander borgida, vinay k. chaudhri, martin staudt",1998,sigmod record,53e9a049b7602d970292d69c
a general techniques for querying xml documents using a relational database system.,"jayavel shanmugasundaram, eugene j. shekita, jerry kiernan, rajasekar krishnamurthy, stratis viglas, jeffrey f. naughton, igor tatarinov",2001,sigmod record,53e9a57db7602d9702ea7df6
introduction to constraint databases - book review.,bart kuijpers,2002,sigmod record,53e9b91eb7602d9704506aaf
on views and xml.,serge abiteboul,1999,sigmod record,53e99b21b7602d97023b7d64
the design and performance evaluation of alternative xml storage strategies.,"feng tian, david j. dewitt, jianjun chen 0001, chun zhang",2002,sigmod record,53e9b495b7602d9703f9b093
temporal database system implementations.,michael h. böhlen,1995,sigmod record,53e99addb7602d9702363885
an environmental sensor network to determine drinking water quality and security.,"anastassia ailamaki, christos faloutsos, paul s. fischbeck, mitchell j. small, jeanne m. vanbriesen",2003,sigmod record,53e9bb8db7602d97047d677b
emergent semantics and the multimedia semantic web.,"william i. grosky, d. v. sreenath, farshad fotouhi",2002,sigmod record,53e9b88ab7602d970445a56b
moving up the food chain: supporting e-commerce applications on databases.,anant jhingran,2000,sigmod record,53e9a0f3b7602d97029db9e5
hodfa: an architectural framework for homogenizing heterogeneous legacy database.,"kamalakar karlapalem, qing li, chung-dak shum",1995,sigmod record,53e9b4bfb7602d9703fdb00f
report on fqas 2002: fifth international conference on flexible query answering systems.,"amihai motro, troels andreasen",2003,sigmod record,53e99eaeb7602d970277811f
workflow history management.,"pinar koksal, sena nural arpinar, asuman dogac",1998,sigmod record,53e9984bb7602d970207a805
report on the first international workshop an efficient web-based information systems.,"zoé lacroix, omar boucelma",2003,sigmod record,53e9b30ab7602d9703dd0754
interview with pat selinger.,marianne winslett,2003,sigmod record,53e99aa6b7602d970231eaf7
adam: a testbed for exploring the use of data mining in intrusion detection.,"daniel barbará, julia couto, sushil jajodia, ningning wu",2001,sigmod record,53e99e04b7602d97026c6306
"book review: database tuning principles, experiments, and troubleshooting techniques - by dennis shasha and philippe bonnet .",nancy hartline bercich,2004,sigmod record,53e99cc1b7602d9702573d7d
editor's notes.,jennifer widom,1996,sigmod record,53e99800b7602d970200b61b
advancements in sql/xml.,"andrew eisenberg, jim melton",2004,sigmod record,53e99a49b7602d97022acf07
analysis of sigmod's co-authorship graph.,"mario a. nascimento, jörg sander, jeffrey pound",2003,sigmod record,53e9afdab7602d9703a2b275
database research: achievements and opportunities into the 21st century.,"abraham silberschatz, michael stonebraker, jeffrey d. ullman",1996,sigmod record,53e9bb01b7602d9704736aa3
too much middleware.,michael stonebraker,2002,sigmod record,53e9984fb7602d970208794b
asserting beliefs in mls relational models.,"nenad jukic, susan v. vrbsky",1997,sigmod record,53e9a22cb7602d9702b32326
sql/cli - a new binding style for sql.,"murali venkatrao, michael pizzo",1995,sigmod record,53e9bc87b7602d97049067f2
"review of spatial databases with application to gis by philippe rigaux, michel scholl, and agnes voisard. morgan kaufmann 2002.",nancy wiegand,2003,sigmod record,53e99c4bb7602d97024f9a71
database research at the university of illinois at urbana-champaign.,"marianne winslett, kevin chen-chuan chang, anhai doan, jiawei han, chengxiang zhai, yuanyuan zhou",2002,sigmod record,53e9aa02b7602d970336f83b
"replication: db2, oracle, or sybase?",doug stacey,1995,sigmod record,53e9adcdb7602d97037d6798
lifestreams: a storage model for personal data.,"eric freeman, david gelernter",1996,sigmod record,53e9b666b7602d97041c780c
on multi-resolution document transmission in mobile web.,"stanley m. t. yau, hong va leong, dennis mcleod, antonio si",1999,sigmod record,53e9aaecb7602d970346cf2a
the cougar approach to in-network query processing in sensor networks.,"yong yao, johannes gehrke",2002,sigmod record,53e9ba6ab7602d970468d255
"report on the workshop on metadata management in grid and peer-to-peer systems, london, december 16, 2003.","kevin keenoy, alexandra poulovassilis, vassilis christophides, george loizou, giorgos kokkinidis, george samaras, nicolas spyratos",2004,sigmod record,53e9a627b7602d9702f57d83
why decision support fails and how to fix it.,"ralph kimball, kevin strehlo",1995,sigmod record,53e99beab7602d9702491f3b
tods special issues.,richard t. snodgrass,2004,sigmod record,53e9984fb7602d9702084ef1
time management for new faculty.,"anastassia ailamaki, johannes gehrke",2003,sigmod record,53e9b572b7602d97040ab2e0
