Title_acm,Authors_acm,Year_acm,Venue_acm,Index_acm,bucket_acm,ToKeep_acm,isSigmod_acm,isVLDB_acm,Authors_new_acm,Title_dblp,Authors_dblp,Year_dblp,Venue_dblp,Index_dblp,bucket_dblp,ToKeep_dblp,isSigmod_dblp,isVLDB_dblp,Authors_new_dblp
databases and workflow management: what is it all about? (panel),"andreas reuter, stefano ceri, jim gray, betty salzberg, gerhard weikum",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d92,"a, b, c, g, j, r, s, w",False,False,True,"s ceri, j gray, a reuter, b salzberg, g weikum",databases and workflow management: what is it all about? (panel).,"andreas reuter, stefano ceri, jim gray, betty salzberg, gerhard weikum",1995,vldb,53e99ee6b7602d97027afae9,"a, b, c, g, j, r, s, w",True,False,True,"s ceri, j gray, a reuter, b salzberg, g weikum"
peerdb: peering into personal databases,"beng chin ooi, kian-lee tan, aoying zhou, chin hong goh, yingguang li, chu yee liau, bo ling, wee siong ng, yanfeng shu, xiaoyu wang, ming zhang",2003,proceedings of the 2003 acm sigmod international conference on management of data,53908d6520f70186a0dd1a31,"a, b, c, g, k, l, m, n, o, s, t, w, x, y, z",False,True,False,"c goh, y li, c liau, b ling, w ng, b ooi, y shu, k tan, x wang, m zhang, a zhou",peerdb: peering into personal databases.,"beng chin ooi, kian-lee tan, aoying zhou, chin hong goh, yingguang li, chu yee liau, bo ling, wee siong ng, yanfeng shu, xiaoyu wang, ming zhang",2003,sigmod conference,53e9aed7b7602d9703900d1d,"a, b, c, g, k, l, m, n, o, s, t, w, x, y, z",True,True,False,"c goh, y li, c liau, b ling, w ng, b ooi, y shu, k tan, x wang, m zhang, a zhou"
cache tables: paving the way for an adaptive database cache,"mehmet altinel, christof bornhövd, sailesh krishnamurthy, c. mohan, hamid pirahesh, berthold reinwald",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe5f,"a, b, c, h, k, m, p, r, s",False,False,True,"m altinel, c bornhövd, s krishnamurthy, c mohan, h pirahesh, b reinwald",cache tables: paving the way for an adaptive database cache.,"mehmet altinel, christof bornhövd, sailesh krishnamurthy, c. mohan, hamid pirahesh, berthold reinwald",2003,vldb,53e9a1a1b7602d9702a963ef,"a, b, c, h, k, m, p, r, s",True,False,True,"m altinel, c bornhövd, s krishnamurthy, c mohan, h pirahesh, b reinwald"
dbcache: middle-tier database caching for highly scalable e-business architectures,"christof bornhövd, mehmet altinel, sailesh krishnamurthy, c. mohan, hamid pirahesh, berthold reinwald",2003,proceedings of the 2003 acm sigmod international conference on management of data,53908d6520f70186a0dd1a34,"a, b, c, h, k, m, p, r, s",False,True,False,"m altinel, c bornhövd, s krishnamurthy, c mohan, h pirahesh, b reinwald",dbcache: middle-tier database caching for highly scalable e-business architectures.,"christof bornhövd, mehmet altinel, sailesh krishnamurthy, c. mohan, hamid pirahesh, berthold reinwald",2003,sigmod conference,53e9a401b7602d9702d1ad80,"a, b, c, h, k, m, p, r, s",True,True,False,"m altinel, c bornhövd, s krishnamurthy, c mohan, h pirahesh, b reinwald"
lazy query evaluation for active xml,"serge abiteboul, omar benjelloun, bogdan cautis, ioana manolescu, tova milo, nicoleta preda",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfac9a,"a, b, c, i, m, n, o, p, s, t",False,True,False,"s abiteboul, o benjelloun, b cautis, i manolescu, t milo, n preda",lazy query evaluation for active xml.,"serge abiteboul, omar benjelloun, bogdan cautis, ioana manolescu, tova milo, nicoleta preda",2004,sigmod conference,53e99a35b7602d97022963e6,"a, b, c, i, m, n, o, p, s, t",True,True,False,"s abiteboul, o benjelloun, b cautis, i manolescu, t milo, n preda"
evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"reinhard braumandl, jens claußen, alfons kemper",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da45d4,"a, b, c, j, k, r",False,False,True,"r braumandl, j claußen, a kemper",evaluating functional joins along nested reference sets in object-relational and object-oriented databases.,"reinhard braumandl, jens claußen, alfons kemper",1998,vldb,53e9a301b7602d9702c0c4cc,"a, b, c, j, k, r",True,False,True,"r braumandl, j claußen, a kemper"
a texquery-based xml full-text search engine,"chavdar botev, sihem amer-yahia, jayavel shanmugasundaram",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfacf0,"a, b, c, j, s",False,True,False,"s amer-yahia, c botev, j shanmugasundaram",a texquery-based xml full-text search engine.,"chavdar botev, jayavel shanmugasundaram, sihem amer-yahia",2004,sigmod conference,53e9b1afb7602d9703c3a7c2,"a, b, c, j, s",True,True,False,"s amer-yahia, c botev, j shanmugasundaram"
alias: an active learning led interactive deduplication system,"sunita sarawagi, anuradha bhamidipaty, alok kirpal, chandra mouli",2002,vldb '02 proceedings of the 28th international conference on very large data bases,53909f6920f70186a0e3a9ce,"a, b, c, k, m, s",False,False,True,"a bhamidipaty, a kirpal, c mouli, s sarawagi",alias: an active learning led interactive deduplication system.,"sunita sarawagi, anuradha bhamidipaty, alok kirpal, chandra mouli",2002,vldb,53e9ae69b7602d970388616d,"a, b, c, k, m, s",True,False,True,"a bhamidipaty, a kirpal, c mouli, s sarawagi"
computing clusters of correlation connected objects,"christian böhm, karin kailing, peer kröger, arthur zimek",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfacad,"a, b, c, k, p, z",False,True,False,"c böhm, k kailing, p kröger, a zimek",computing clusters of correlation connected objects.,"christian böhm, karin kailing, peer kröger, arthur zimek",2004,sigmod conference,53e9a455b7602d9702d724e6,"a, b, c, k, p, z",True,True,False,"c böhm, k kailing, p kröger, a zimek"
piers: an efficient model for similarity search in dna sequence databases,"xia cao, shuai cheng li, beng chin ooi, anthony k. h. tung",2004,acm sigmod record,5390975920f70186a0dfe2b0,"a, b, c, l, o, s, t, x",False,True,False,"x cao, s li, b ooi, a tung",piers: an efficient model for similarity search in dna sequence databases.,"xia cao, shuai cheng li, beng chin ooi, anthony k. h. tung",2004,sigmod record,53e99938b7602d9702179229,"a, b, c, l, o, s, t, x",True,True,False,"x cao, s li, b ooi, a tung"
an active functionality service for e-business applications,"m. cilia, a. p. buchmann",2002,acm sigmod record,5390881820f70186a0d8110e,"a, b, c, m",False,True,False,"a buchmann, m cilia",an active functionality service for e-business applications.,"mariano cilia, alejandro p. buchmann",2002,sigmod record,53e9ab42b7602d97034d4ff3,"a, b, c, m",True,True,False,"a buchmann, m cilia"
evolution of groupware for business applications: a database perspective on lotus domino/notes,"c. mohan, ron barber, s. watts, a. somani, markos zaharioudakis",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47df,"a, b, c, m, r, s, w, z",False,False,True,"r barber, c mohan, a somani, s watts, m zaharioudakis",evolution of groupware for business applications: a database perspective on lotus domino/notes.,"c. mohan, ron barber, s. watts, amit somani, markos zaharioudakis",2000,vldb,53e9b365b7602d9703e4203c,"a, b, c, m, r, s, w, z",True,False,True,"r barber, c mohan, a somani, s watts, m zaharioudakis"
where is business intelligence taking today's database systems?,"william o'connell, andy witkowski, ramesh bhashyam, surajit chauduri",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401fa,"a, b, c, o, r, s, w",False,False,True,"r bhashyam, s chauduri, w o'connell, a witkowski",where is business intelligence taking today's database systems?,"william o'connell, andrew witkowski, ramesh bhashyam, surajit chaudhuri",2004,vldb,53e9989bb7602d97020d1335,"a, b, c, o, r, s, w",True,False,True,"r bhashyam, s chaudhuri, w o'connell, a witkowski"
active rules for xml: a new paradigm for e-services,"angela bonifati, stefano ceri, stefano paraboschi",2001,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbb0a2,"a, b, c, p, s",False,False,True,"a bonifati, s ceri, s paraboschi",active rules for xml: a new paradigm for e-services.,"angela bonifati, stefano ceri, stefano paraboschi",2001,vldb j.,53e9af61b7602d97039a3042,"a, b, c, p, s",True,False,True,"a bonifati, s ceri, s paraboschi"
the power of languages for the manipulation of complex values,"serge abiteboul, catriel beeri",1995,the vldb journal — the international journal on very large data bases,539089bb20f70186a0d98adb,"a, b, c, s",False,False,True,"s abiteboul, c beeri",the power of languages for the manipulation of complex values,"serge abiteboul, catriel beeri",1995,vldb j.,53e9b8a8b7602d9704480ef1,"a, b, c, s",True,False,True,"s abiteboul, c beeri"
comparative analysis of five xml query languages,"angela bonifati, stefano ceri",2000,acm sigmod record,5390880220f70186a0d77f6c,"a, b, c, s",False,True,False,"a bonifati, s ceri",comparative analysis of five xml query languages.,"angela bonifati, stefano ceri",2000,sigmod record,53e9b246b7602d9703ce4922,"a, b, c, s",True,True,False,"a bonifati, s ceri"
evolution and change in data management — issues and directions,"john f. roddick, lina al-jadir, leopoldo bertossi, marlon dumas, florida estrella, heidi gregersen, kathleen hornsby, jens lufter, federica mandreoli, tomi männistö, enric mayol, lex wedemeijer",2000,acm sigmod record,5390880220f70186a0d77f50,"a, b, d, e, f, g, h, j, k, l, m, r, t, w",False,True,False,"l al-jadir, l bertossi, m dumas, f estrella, h gregersen, k hornsby, j lufter, f mandreoli, e mayol, t männistö, j roddick, l wedemeijer",evolution and change in data management - issues and directions.,"john f. roddick, lina al-jadir, leopoldo e. bertossi, marlon dumas, florida estrella, heidi gregersen, kathleen hornsby, jens lufter, federica mandreoli, tomi männistö, enric mayol, lex wedemeijer",2000,sigmod record,53e9a9f0b7602d9703359b92,"a, b, d, e, f, g, h, j, k, l, m, r, t, w",True,True,False,"l al-jadir, l bertossi, m dumas, f estrella, h gregersen, k hornsby, j lufter, f mandreoli, e mayol, t männistö, j roddick, l wedemeijer"
information systems research at george mason university,"sushil jajodia, daniel barbará, alex brodsky, larry kerschberg, ami motro, edgar sibley, x. sean wang",1997,acm sigmod record,539087e720f70186a0d68415,"a, b, d, e, j, k, l, m, s, w, x",False,True,False,"d barbará, a brodsky, s jajodia, l kerschberg, a motro, e sibley, x wang",information systems research at george mason university.,"sushil jajodia, daniel barbará, alexander brodsky, larry kerschberg, amihai motro, edgar h. sibley, xiaoyang sean wang",1997,sigmod record,53e9aeaab7602d97038cde8f,"a, b, d, e, j, k, l, m, s, w, x",True,True,False,"d barbará, a brodsky, s jajodia, l kerschberg, a motro, e sibley, x wang"
type-safe relaxing of schema consistency rules for flexible modelling in oodbms,"eric amiel, marie-jo bellosta, eric dujardin, eric simon",1996,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbac3a,"a, b, d, e, m, s",False,False,True,"e amiel, m bellosta, e dujardin, e simon",type-safe relaxing of schema consistency rules for flexible modeling in oodbms,"eric amiel, marie-jo bellosta, eric dujardin, eric simon",1996,vldb j.,53e9986eb7602d97020a9458,"a, b, d, e, m, s",True,False,True,"e amiel, m bellosta, e dujardin, e simon"
push technology personalization through event correlation,"asaf adi, david botzer, opher etzion, tali yatzkar-haham",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47cc,"a, b, d, e, o, t, y",False,False,True,"a adi, d botzer, o etzion, t yatzkar-haham",push technology personalization through event correlation.,"asaf adi, david botzer, opher etzion, tali yatzkar-haham",2000,vldb,53e99d28b7602d97025db000,"a, b, d, e, o, t, y",True,False,True,"a adi, d botzer, o etzion, t yatzkar-haham"
monitoring business processes through event correlation based on dependency model,"asaf adii, david botzer, opher etzion, tali yatzkar-haham",2001,sigmod '01 proceedings of the 2001 acm sigmod international conference on management of data,5390881220f70186a0d7e33e,"a, b, d, e, o, t, y",False,True,False,"a adii, d botzer, o etzion, t yatzkar-haham",monitoring business processes through event correlation based on dependency model.,"asaf adi, david botzer, opher etzion, tali yatzkar-haham",2001,sigmod conference,53e9a92ab7602d970327bfd9,"a, b, d, e, o, t, y",True,True,False,"a adi, d botzer, o etzion, t yatzkar-haham"
mixed mode xml query processing,"alan halverson, josef burger, leonidas galanis, ameet kini, rajasekar krishnamurthy, ajith nagaraja rao, feng tian, stratis d. viglas, yuan wang, jeffrey f. naughton, david j. dewitt",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe36,"a, b, d, f, g, h, j, k, l, n, r, s, t, v, w, y",False,False,True,"j burger, d dewitt, l galanis, a halverson, a kini, r krishnamurthy, j naughton, a rao, f tian, s viglas, y wang",mixed mode xml query processing.,"alan halverson, josef burger, leonidas galanis, ameet kini, rajasekar krishnamurthy, ajith nagaraja rao, feng tian, stratis viglas, yuan wang, jeffrey f. naughton, david j. dewitt",2003,vldb,53e9b043b7602d9703aa66c2,"a, b, d, f, g, h, j, k, l, n, r, s, t, v, w, y",True,False,True,"j burger, d dewitt, l galanis, a halverson, a kini, r krishnamurthy, j naughton, a rao, f tian, s viglas, y wang"
spreadsheets in rdbms for olap,"andrew witkowski, srikanth bellamkonda, tolga bozkaya, gregory dorman, nathan folkert, abhinav gupta, lei shen, sankar subramanian",2003,proceedings of the 2003 acm sigmod international conference on management of data,53908d6520f70186a0dd19f9,"a, b, d, f, g, l, n, s, t, w",False,True,False,"s bellamkonda, t bozkaya, g dorman, n folkert, a gupta, l shen, s subramanian, a witkowski",spreadsheets in rdbms for olap.,"andrew witkowski, srikanth bellamkonda, tolga bozkaya, gregory dorman, nathan folkert, abhinav gupta, lei sheng, sankar subramanian",2003,sigmod conference,53e9b4d9b7602d9703ff948d,"a, b, d, f, g, l, n, s, t, w",True,True,False,"s bellamkonda, t bozkaya, g dorman, n folkert, a gupta, l sheng, s subramanian, a witkowski"
spatio-temporal retrieval with rasdaman,"peter baumann, andreas dehmel, paula furtado, roland ritsch, norbert widmann",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da4680,"a, b, d, f, n, p, r, w",False,False,True,"p baumann, a dehmel, p furtado, r ritsch, n widmann",spatio-temporal retrieval with rasdaman.,"peter baumann, andreas dehmel, paula furtado, roland ritsch, norbert widmann",1999,vldb,53e9b54fb7602d9704085737,"a, b, d, f, n, p, r, w",True,False,True,"p baumann, a dehmel, p furtado, r ritsch, n widmann"
designing and mining multi-terabyte astronomy archives: the sloan digital sky survey,"alexander s. szalay, peter z. kunszt, ani thakar, jim gray, don slutz, robert j. brunner",2000,sigmod '00 proceedings of the 2000 acm sigmod international conference on management of data,5390880220f70186a0d75f16,"a, b, d, g, j, k, p, r, s, t",False,True,False,"r brunner, j gray, p kunszt, d slutz, a szalay, a thakar",designing and mining multi-terabyte astronomy archives: the sloan digital sky survey.,"alexander s. szalay, peter z. kunszt, ani thakar, jim gray, donald r. slutz, robert j. brunner",2000,sigmod conference,53e9a246b7602d9702b4b534,"a, b, d, g, j, k, p, r, s, t",True,True,False,"r brunner, j gray, p kunszt, d slutz, a szalay, a thakar"
