Title,Authors,Year,Venue,Index
automatic integration of web search interfaces with wise-integrator,"hai he, weiyi meng, clement yu, zonghuan wu",2004,the vldb journal — the international journal on very large data bases,5390975920f70186a0dfe094
"adaptive, unsupervised stream mining","spiros papadimitriou, anthony brockwell, christos faloutsos",2004,the vldb journal — the international journal on very large data bases,5390975920f70186a0dfe097
supporting top-k join queries in relational databases,"ihab f. ilyas, walid g. aref, ahmed k. elmagarmid",2004,the vldb journal — the international journal on very large data bases,5390975920f70186a0dfe095
preserving mapping consistency under schema changes,"yannis velegrakis, j. miller, lucian popa",2004,the vldb journal — the international journal on very large data bases,5390975920f70186a0dfe099
exploring the tradeoff between performance and data freshness in database-driven web servers,"alexandros labrinidis, nick roussopoulos",2004,the vldb journal — the international journal on very large data bases,5390975920f70186a0dfe098
life science research and data management—what can they give each other?,amarnath gupta,2004,acm sigmod record,5390975920f70186a0dfe2ab
database management for life sciences research,"h. v. jagadish, frank olken",2004,acm sigmod record,5390975920f70186a0dfe2ac
an optimal algorithm for querying tree structures and its applications in bioinformatics,"hsiao-fei liu, ya-hui chang, kun-mao chao",2004,acm sigmod record,5390975920f70186a0dfe2ad
a distributed database for bio-molecular images,"ambuj k. singh, b. s. manjunath, robert f. murphy",2004,acm sigmod record,5390975920f70186a0dfe2b4
bio-ajax: an extensible framework for biological data cleaning,"katherine g. herbert, narain h. gehani, william h. piel, jason t. l. wang, cathy h. wu",2004,acm sigmod record,5390975920f70186a0dfe2b2
piers: an efficient model for similarity search in dna sequence databases,"xia cao, shuai cheng li, beng chin ooi, anthony k. h. tung",2004,acm sigmod record,5390975920f70186a0dfe2b0
biofast: challenges in exploring linked life sciences sources,"jens bleiholder, felix naumann, zoé lacroix, louiqa raschid, hyma murthy, maria-esther vidal",2004,acm sigmod record,5390975920f70186a0dfe2b5
"review of ""managing gigabytes: compressing and indexing documents and images, by ian h. witten, alistair moffat, and timothy c. bell"" morgan kauffman, 1999, 519 pp. isbn 1558605703.",s. v. nagaraj,2004,acm sigmod record,5390975920f70186a0dfe2bb
"jeffrey naughton speaks out on database systems as control freaks, how to choose students, how to choose problems, how to get attention, the importance of being true to yourself, and more",marianne winslett,2004,acm sigmod record,5390975920f70186a0dfe2b9
introducing an annotated bibliography on temporal and evolution aspects in the world wide web,fabio grandi,2004,acm sigmod record,5390975920f70186a0dfe2b7
"database tuning principles, experiments, and troubleshooting techniques","dennis shasha, philippe bonnet, nancy hartline bercich",2004,acm sigmod record,5390975920f70186a0dfe2bc
an early look at xquery api for java™ (xqj),"andrew eisenberg, jim melton",2004,acm sigmod record,5390975920f70186a0dfe2ba
reminiscences on influential papers,kenneth a. ross,2004,acm sigmod record,5590e04a0cf25001c36efa09
report on the edbt'04 workshop on database technologies for handling xml information on the web,"marco mesiti, barbara catania, giovanna guerrini, akmal chaudhri",2004,acm sigmod record,5390975920f70186a0dfe2bf
issues in mechanical engineering design management,"dave hislop, zoé lacroix, gerald moeller",2004,acm sigmod record,5390975920f70186a0dfe2c0
automatic composite wrapper generation for semi-structured biological data based on table structure identification,"liangyou chen, hasan m. jamil, nan wang",2004,acm sigmod record,5390975920f70186a0dfe2b3
"spatial, temporal and spatio-temporal databases - hot issues and directions for phd research","john f. roddick, erik hoel, max j. egenhofer, dimitris papadias, betty salzberg",2004,acm sigmod record,5390975920f70186a0dfe2be
using reasoning to guide annotation with gene ontology terms in goat,"michael bada, daniele turi, robin mcentire, robert stevens",2004,acm sigmod record,5390975920f70186a0dfe2ae
"the genalg project: developing a new integrating data model, language, and tool for managing and querying genomic information","joachim hammer, markus schneider",2004,acm sigmod record,5390975920f70186a0dfe2b1
managing and analyzing carbohydrate data,"kiyoko f. aoki, nobuhisa ueda, atsuko yamaguchi, tatsuya akutsu, minoru kanehisa, hiroshi mamitsuka",2004,acm sigmod record,5390975920f70186a0dfe2af
logic-based web information extraction,"georg gottlob, christoph koch",2004,acm sigmod record,5390975920f70186a0dfe2b8
branding yourself,"richard snodgrass, merrie brucks",2004,acm sigmod record,5390975920f70186a0dfe2bd
mobile databases: a selection of open issues and research directions,"guy bernard, jalel ben-othman, luc bouganim, gérôme canals, sophie chabridon, bruno defude, jean ferrié, stéphane gançarski, rachid guerraoui, pascal molli, philippe pucheral, claudia roncancio, patricia serrano-alvarado, patrick valduriez",2004,acm sigmod record,5390975920f70186a0dfe2b6
the bea streaming xquery processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, j. carey, arvind sundararajan",2004,the vldb journal — the international journal on very large data bases,5390979920f70186a0dff268
civedi: a customized virtual environment for database interaction,"pietro mazzoleni, elisa bertino, elena ferrari, stefano valtolina",2004,acm sigmod record,5390979920f70186a0dffb84
a denotational semantics for continuous queries over streams and relations,"arvind arasu, jennifer widom",2004,acm sigmod record,5390979920f70186a0dffb82
an evaluation of xml indexes for structural join,"hanyu li, mong li lee, wynne hsu, chao chen",2004,acm sigmod record,5390979920f70186a0dffb86
semantically enriched web services for the travel industry,"a. dogac, y. kabak, g. laleci, s. sinir, a. yildiz, s. kirbas, y. gurcan",2004,acm sigmod record,5390979920f70186a0dffb85
optimization of data stream processing,"janusz r. getta, ehsan vossough",2004,acm sigmod record,5390979920f70186a0dffb87
"report on the 3rd web dynamics workshop, at www'2004","mark levene, alexandra poulovassilis",2004,acm sigmod record,5390979920f70186a0dffb8e
"report on the workshop on metadata management in grid and peer-to-peer systems, london, december 16 2003","kevin keenoy, alexandra poulovassilis, vassilis christophides, george loizou, giorgos kokkinidis, george samaras, nicolas spyratos",2004,acm sigmod record,5390979920f70186a0dffb8f
structured databases on the web: observations and implications,"kevin chen-chuan chang, bin he, chengkai li, mitesh patel, zhen zhang",2004,acm sigmod record,5390979920f70186a0dffb8a
integration of biological sources: current systems and challenges ahead,"thomas hernandez, subbarao kambhampati",2004,acm sigmod record,5390979920f70186a0dffb89
advancements in sql/xml,"andrew eisenberg, jim melton",2004,acm sigmod record,5390979920f70186a0dffb8c
nestream: querying nested streams,"damianos chatziantoniou, achilleas anagnostopoulos",2004,acm sigmod record,5390979920f70186a0dffb8b
report on the 9th acm symposium on access control models and technologies (sacmat'04),elena ferrari,2004,acm sigmod record,5390979920f70186a0dffb8d
a read-only transaction anomaly under snapshot isolation,"alan fekete, elizabeth o'neil, patrick o'neil",2004,acm sigmod record,5390979920f70186a0dffb83
reminiscences on influential papers,kenneth a. ross,2004,acm sigmod record,558ce80de4b0bb3102a0c8ac
"phil bernstein speaks out on trends at industrial research labs: what metadata management products need, peculiarities of the tenure sytem, how to fix the problems with database research conferences, and more",marianne winslett,2004,acm sigmod record,5390979920f70186a0dffb88
guest editorial to the special issue on data stream processing,"johannes gehrke, m. hellerstein",2004,the vldb journal — the international journal on very large data bases,5390979920f70186a0e00cd7
tracking set-expression cardinalities over continuous update streams,"sumit ganguly, minos garofalakis, rajeev rastogi",2004,the vldb journal — the international journal on very large data bases,5390979920f70186a0e00cd5
balancing energy efficiency and quality of aggregate data in sensor networks,"a. sharaf, jonathan beaver, alexandros labrinidis, k. chrysanthis",2004,the vldb journal — the international journal on very large data bases,5390979920f70186a0e00cd6
operator scheduling in data stream systems,"brian babcock, shivnath babu, mayur datar, rajeev motwani, dilys thomas",2004,the vldb journal — the international journal on very large data bases,5390979920f70186a0e00cd2
retrospective on aurora,"hari balakrishnan, magdalena balazinska, don carney, uğur çetintemel, mitch cherniack, christian convey, eddie galvez, jon salz, michael stonebraker, nesime tatbul, richard tibbetts, stan zdonik",2004,the vldb journal — the international journal on very large data bases,5390979920f70186a0e00cd3
finding hot query patterns over an xquery stream,"huai yang, li lee, wynne hsu",2004,the vldb journal — the international journal on very large data bases,5390979920f70186a0e00cd4
from semantic integration to semantics management: case studies and a way forward,"arnon rosenthal, len seligman, scott renner",2004,acm sigmod record,5390980720f70186a0e01e39
kanata: adaptation and evolution in data sharing systems,"periklis andritsos, ariel fuxman, anastasios kementsietsidis, renée j. miller, yannis velegrakis",2004,acm sigmod record,5390980720f70186a0e01e37
